Measurement Timestamp,Beach Name,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Water Temperature_groundtruth,Turbidity_groundtruth,Wave Height_groundtruth,Wave Period_groundtruth,structural_gap
2015-08-18 05:00:00,Calumet Beach,21.6,1.04,0.11,3.0,CalumetBeach201508180500,21.6,1.04,0.11,3.0,0
2015-08-18 06:00:00,Calumet Beach,,1.16,0.151,2.0,CalumetBeach201508180600,21.5,1.16,0.151,2.0,0
2015-08-18 07:00:00,Calumet Beach,,1.2,0.102,2.0,CalumetBeach201508180700,21.5,1.2,0.102,2.0,0
2015-08-18 08:00:00,Calumet Beach,,0.99,0.084,2.0,CalumetBeach201508180800,21.6,0.99,0.084,2.0,0
2015-08-18 09:00:00,Calumet Beach,,0.99,0.085,3.0,CalumetBeach201508180900,21.7,0.99,0.085,3.0,0
2015-08-18 10:00:00,Calumet Beach,,1.06,0.094,2.0,CalumetBeach201508181000,21.8,1.06,0.094,2.0,0
2015-08-18 11:00:00,Calumet Beach,,1.06,0.102,2.0,CalumetBeach201508181100,22.0,1.06,0.102,2.0,0
2015-08-18 12:00:00,Calumet Beach,,1.17,0.086,2.0,CalumetBeach201508181200,22.3,1.17,0.086,2.0,0
2015-08-18 13:00:00,Calumet Beach,,1.15,0.069,8.0,CalumetBeach201508181300,22.8,1.15,0.069,8.0,0
2015-08-18 14:00:00,Calumet Beach,,1.03,0.074,2.0,CalumetBeach201508181400,22.2,1.03,0.074,2.0,0
2015-08-18 15:00:00,Calumet Beach,,0.99,0.077,4.0,CalumetBeach201508181500,22.0,0.99,0.077,4.0,0
2015-08-18 16:00:00,Calumet Beach,,1.05,0.075,4.0,CalumetBeach201508181600,21.6,1.05,0.075,4.0,0
2015-08-18 17:00:00,Calumet Beach,,1.03,0.08,2.0,CalumetBeach201508181700,21.3,1.03,0.08,2.0,0
2015-08-18 18:00:00,Calumet Beach,21.2,1.07,0.127,2.0,CalumetBeach201508181800,21.2,1.07,0.127,2.0,0
2015-08-18 19:00:00,Calumet Beach,21.5,1.12,0.132,2.0,CalumetBeach201508181900,21.5,1.12,0.132,2.0,0
2015-08-18 20:00:00,Calumet Beach,21.5,1.1,0.151,2.0,CalumetBeach201508182000,21.5,1.1,0.151,2.0,0
2015-08-18 21:00:00,Calumet Beach,21.3,1.92,0.149,2.0,CalumetBeach201508182100,21.3,1.92,0.149,2.0,0
2015-08-18 22:00:00,Calumet Beach,20.8,1.13,0.121,3.0,CalumetBeach201508182200,20.8,1.13,0.121,3.0,0
2015-08-18 23:00:00,Calumet Beach,20.7,1.02,0.129,2.0,CalumetBeach201508182300,20.7,1.02,0.129,2.0,0
2015-08-19 00:00:00,Calumet Beach,20.7,0.89,0.131,2.0,CalumetBeach201508192400,20.7,0.89,0.131,2.0,0
2015-08-19 01:00:00,Calumet Beach,20.6,0.95,0.151,2.0,CalumetBeach201508190100,20.6,0.95,0.151,2.0,0
2015-08-19 02:00:00,Calumet Beach,20.4,1.15,0.139,3.0,CalumetBeach201508190200,20.4,1.15,0.139,3.0,0
2015-08-19 03:00:00,Calumet Beach,20.3,1.14,0.112,3.0,CalumetBeach201508190300,20.3,1.14,0.112,3.0,0
2015-08-19 04:00:00,Calumet Beach,20.2,1.16,0.109,2.0,CalumetBeach201508190400,20.2,1.16,0.109,2.0,0
2015-08-19 05:00:00,Calumet Beach,20.1,0.98,0.098,2.0,CalumetBeach201508190500,20.1,0.98,0.098,2.0,0
2015-08-19 06:00:00,Calumet Beach,20.1,0.93,0.099,2.0,CalumetBeach201508190600,20.1,0.93,0.099,2.0,0
2015-08-19 07:00:00,Calumet Beach,19.9,0.86,0.12,2.0,CalumetBeach201508190700,19.9,0.86,0.12,2.0,0
2015-08-19 08:00:00,Calumet Beach,20.0,0.98,0.088,2.0,CalumetBeach201508190800,20.0,0.98,0.088,2.0,0
2015-08-19 09:00:00,Calumet Beach,20.0,0.89,0.087,2.0,CalumetBeach201508190900,20.0,0.89,0.087,2.0,0
2015-08-19 10:00:00,Calumet Beach,19.8,0.92,0.09,2.0,CalumetBeach201508191000,19.8,0.92,0.09,2.0,0
2015-08-19 11:00:00,Calumet Beach,19.7,0.81,0.09,2.0,CalumetBeach201508191100,19.7,0.81,0.09,2.0,0
2015-08-19 12:00:00,Calumet Beach,19.6,1.01,0.094,2.0,CalumetBeach201508191200,19.6,1.01,0.094,2.0,0
2015-08-19 13:00:00,Calumet Beach,19.5,1.01,0.1,2.0,CalumetBeach201508191300,19.5,1.01,0.1,2.0,0
2015-08-19 14:00:00,Calumet Beach,19.1,1.12,0.089,2.0,CalumetBeach201508191400,19.1,1.12,0.089,2.0,0
2015-08-19 15:00:00,Calumet Beach,18.7,1.14,0.092,2.0,CalumetBeach201508191500,18.7,1.14,0.092,2.0,0
2015-08-19 16:00:00,Calumet Beach,18.4,1.32,0.123,3.0,CalumetBeach201508191600,18.4,1.32,0.123,3.0,0
2015-08-19 17:00:00,Calumet Beach,17.6,0.68,0.106,2.0,CalumetBeach201508191700,17.6,0.68,0.106,2.0,0
2015-08-19 18:00:00,Calumet Beach,17.2,0.92,0.116,2.0,CalumetBeach201508191800,17.2,0.92,0.116,2.0,0
2015-08-19 19:00:00,Calumet Beach,16.8,0.45,0.098,2.0,CalumetBeach201508191900,16.8,0.45,0.098,2.0,0
2015-08-19 20:00:00,Calumet Beach,16.6,0.52,0.087,8.0,CalumetBeach201508192000,16.6,0.52,0.087,8.0,0
2015-08-19 21:00:00,Calumet Beach,16.4,0.49,0.092,2.0,CalumetBeach201508192100,16.4,0.49,0.092,2.0,0
2015-08-19 22:00:00,Calumet Beach,16.2,0.55,0.091,9.0,CalumetBeach201508192200,16.2,0.55,0.091,9.0,0
2015-08-19 23:00:00,Calumet Beach,15.9,0.53,0.096,2.0,CalumetBeach201508192300,15.9,0.53,0.096,2.0,0
2015-08-20 00:00:00,Calumet Beach,15.7,0.59,0.092,10.0,CalumetBeach201508202400,15.7,0.59,0.092,10.0,0
2015-08-20 01:00:00,Calumet Beach,,,,,,,,,,1
2015-08-20 02:00:00,Calumet Beach,15.6,0.53,0.09,4.0,CalumetBeach201508200200,15.6,0.53,0.09,4.0,0
2015-08-20 03:00:00,Calumet Beach,15.5,0.6,0.081,2.0,CalumetBeach201508200300,15.5,0.6,0.081,2.0,0
2015-08-20 04:00:00,Calumet Beach,15.5,0.39,0.081,7.0,CalumetBeach201508200400,15.5,0.39,0.081,7.0,0
2015-08-20 05:00:00,Calumet Beach,15.5,0.62,0.086,8.0,CalumetBeach201508200500,15.5,0.62,0.086,8.0,0
2015-08-20 06:00:00,Calumet Beach,15.5,0.43,0.085,9.0,CalumetBeach201508200600,15.5,0.43,0.085,9.0,0
2015-08-20 07:00:00,Calumet Beach,15.5,0.32,0.089,8.0,CalumetBeach201508200700,15.5,0.32,0.089,8.0,0
2015-08-20 08:00:00,Calumet Beach,15.5,0.29,0.084,2.0,CalumetBeach201508200800,15.5,0.29,0.084,2.0,0
2015-08-20 09:00:00,Calumet Beach,15.8,0.38,0.093,2.0,CalumetBeach201508200900,15.8,0.38,0.093,2.0,0
2015-08-20 10:00:00,Calumet Beach,16.0,0.34,0.103,3.0,CalumetBeach201508201000,16.0,0.34,0.103,3.0,0
2015-08-20 11:00:00,Calumet Beach,16.1,0.37,0.111,5.0,CalumetBeach201508201100,16.1,0.37,0.111,5.0,0
2015-08-20 12:00:00,Calumet Beach,16.3,0.42,0.113,3.0,CalumetBeach201508201200,16.3,0.42,0.113,3.0,0
2015-08-20 13:00:00,Calumet Beach,16.6,0.67,0.114,3.0,CalumetBeach201508201300,16.6,0.67,0.114,3.0,0
2015-08-20 14:00:00,Calumet Beach,16.8,0.7,0.119,2.0,CalumetBeach201508201400,16.8,0.7,0.119,2.0,0
2015-08-20 15:00:00,Calumet Beach,16.9,0.54,0.112,3.0,CalumetBeach201508201500,16.9,0.54,0.112,3.0,0
2015-08-20 16:00:00,Calumet Beach,,,,,,,,,,1
2015-08-20 17:00:00,Calumet Beach,16.9,0.64,0.124,3.0,CalumetBeach201508201700,16.9,0.64,0.124,3.0,0
2015-08-20 18:00:00,Calumet Beach,16.7,0.46,0.119,3.0,CalumetBeach201508201800,16.7,0.46,0.119,3.0,0
2015-08-20 19:00:00,Calumet Beach,,0.71,0.125,3.0,CalumetBeach201508201900,16.6,0.71,0.125,3.0,0
2015-08-20 20:00:00,Calumet Beach,,0.53,0.131,3.0,CalumetBeach201508202000,16.5,0.53,0.131,3.0,0
2015-08-20 21:00:00,Calumet Beach,,0.39,0.147,3.0,CalumetBeach201508202100,16.5,0.39,0.147,3.0,0
2015-08-20 22:00:00,Calumet Beach,,0.45,0.134,3.0,CalumetBeach201508202200,16.5,0.45,0.134,3.0,0
2015-08-20 23:00:00,Calumet Beach,,0.62,0.113,3.0,CalumetBeach201508202300,16.4,0.62,0.113,3.0,0
2015-08-21 00:00:00,Calumet Beach,,0.5,,3.0,CalumetBeach201508212400,16.4,0.5,0.106,3.0,0
2015-08-21 01:00:00,Calumet Beach,,0.48,,4.0,CalumetBeach201508210100,16.4,0.48,0.095,4.0,0
2015-08-21 02:00:00,Calumet Beach,,0.44,,3.0,CalumetBeach201508210200,16.4,0.44,0.093,3.0,0
2015-08-21 03:00:00,Calumet Beach,,0.37,,3.0,CalumetBeach201508210300,16.4,0.37,0.087,3.0,0
2015-08-21 04:00:00,Calumet Beach,,0.81,,5.0,CalumetBeach201508210400,16.3,0.81,0.089,5.0,0
2015-08-21 05:00:00,Calumet Beach,,0.41,,4.0,CalumetBeach201508210500,16.3,0.41,0.084,4.0,0
2015-08-21 06:00:00,Calumet Beach,,0.37,,4.0,CalumetBeach201508210600,16.3,0.37,0.082,4.0,0
2015-08-21 07:00:00,Calumet Beach,,0.39,,4.0,CalumetBeach201508210700,16.2,0.39,0.083,4.0,0
2015-08-21 08:00:00,Calumet Beach,,0.39,,3.0,CalumetBeach201508210800,16.3,0.39,0.081,3.0,0
2015-08-21 09:00:00,Calumet Beach,,0.29,,3.0,CalumetBeach201508210900,16.5,0.29,0.082,3.0,0
2015-08-21 10:00:00,Calumet Beach,,0.33,,3.0,CalumetBeach201508211000,16.9,0.33,0.087,3.0,0
2015-08-21 11:00:00,Calumet Beach,,0.38,,4.0,CalumetBeach201508211100,17.1,0.38,0.08,4.0,0
2015-08-21 12:00:00,Calumet Beach,,0.37,0.103,,CalumetBeach201508211200,17.3,0.37,0.103,2.0,0
2015-08-21 13:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 14:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 15:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 16:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 17:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 18:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 19:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 20:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 21:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 22:00:00,Calumet Beach,,,,,,,,,,1
2015-08-21 23:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 00:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 01:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 02:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 03:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 04:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 05:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 06:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 07:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 08:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 09:00:00,Calumet Beach,,0.62,0.088,,CalumetBeach201508220900,17.3,0.62,0.088,2.0,0
2015-08-22 10:00:00,Calumet Beach,,0.64,0.11,,CalumetBeach201508221000,17.4,0.64,0.11,2.0,0
2015-08-22 11:00:00,Calumet Beach,,0.57,0.12,,CalumetBeach201508221100,17.3,0.57,0.12,2.0,0
2015-08-22 12:00:00,Calumet Beach,,0.53,0.15,,CalumetBeach201508221200,17.5,0.53,0.15,2.0,0
2015-08-22 13:00:00,Calumet Beach,,0.68,0.178,,CalumetBeach201508221300,17.6,0.68,0.178,2.0,0
2015-08-22 14:00:00,Calumet Beach,,0.66,0.209,,CalumetBeach201508221400,17.7,0.66,0.209,3.0,0
2015-08-22 15:00:00,Calumet Beach,,,,,,,,,,1
2015-08-22 16:00:00,Calumet Beach,,0.73,0.214,,CalumetBeach201508221600,17.9,0.73,0.214,2.0,0
2015-08-22 17:00:00,Calumet Beach,,1.31,0.199,,CalumetBeach201508221700,18.3,1.31,0.199,3.0,0
2015-08-22 18:00:00,Calumet Beach,,0.85,0.182,,CalumetBeach201508221800,18.1,0.85,0.182,3.0,0
2015-08-22 19:00:00,Calumet Beach,,1.1,0.169,,CalumetBeach201508221900,18.1,1.1,0.169,2.0,0
2015-08-22 20:00:00,Calumet Beach,,1.12,0.166,,CalumetBeach201508222000,18.0,1.12,0.166,2.0,0
2015-08-22 21:00:00,Calumet Beach,,0.87,0.159,3.0,CalumetBeach201508222100,18.0,0.87,0.159,3.0,0
2015-08-22 22:00:00,Calumet Beach,,1.01,0.145,2.0,CalumetBeach201508222200,18.0,1.01,0.145,2.0,0
2015-08-22 23:00:00,Calumet Beach,,1.9,0.127,2.0,CalumetBeach201508222300,18.2,1.9,0.127,2.0,0
2015-08-23 00:00:00,Calumet Beach,18.2,1.89,0.131,2.0,CalumetBeach201508232400,18.2,1.89,0.131,2.0,0
2015-08-23 01:00:00,Calumet Beach,,,,,,,,,,1
2015-08-23 02:00:00,Calumet Beach,17.7,1.03,0.108,3.0,CalumetBeach201508230200,17.7,1.03,0.108,3.0,0
2015-08-23 03:00:00,Calumet Beach,17.5,0.83,0.129,2.0,CalumetBeach201508230300,17.5,0.83,0.129,2.0,0
2015-08-23 04:00:00,Calumet Beach,17.4,0.76,0.133,2.0,CalumetBeach201508230400,17.4,0.76,0.133,2.0,0
2015-08-23 05:00:00,Calumet Beach,17.4,0.84,0.131,2.0,CalumetBeach201508230500,17.4,0.84,0.131,2.0,0
2015-08-23 06:00:00,Calumet Beach,17.5,0.9,0.123,2.0,CalumetBeach201508230600,17.5,0.9,0.123,2.0,0
2015-08-23 07:00:00,Calumet Beach,17.3,0.76,0.108,2.0,CalumetBeach201508230700,17.3,0.76,0.108,2.0,0
2015-08-23 08:00:00,Calumet Beach,17.3,0.54,0.116,2.0,CalumetBeach201508230800,17.3,0.54,0.116,2.0,0
2015-08-23 09:00:00,Calumet Beach,17.4,0.51,0.101,2.0,CalumetBeach201508230900,17.4,0.51,0.101,2.0,0
2015-08-23 10:00:00,Calumet Beach,17.6,0.65,0.088,2.0,CalumetBeach201508231000,17.6,0.65,0.088,2.0,0
2015-08-23 11:00:00,Calumet Beach,17.6,0.52,0.077,5.0,CalumetBeach201508231100,17.6,0.52,0.077,5.0,0
2015-08-23 12:00:00,Calumet Beach,17.7,0.55,0.077,4.0,CalumetBeach201508231200,17.7,0.55,0.077,4.0,0
2015-08-23 13:00:00,Calumet Beach,17.9,0.51,0.073,,CalumetBeach201508231300,17.9,0.51,0.073,3.0,0
2015-08-23 14:00:00,Calumet Beach,18.2,0.99,0.106,,CalumetBeach201508231400,18.2,0.99,0.106,3.0,0
2015-08-23 15:00:00,Calumet Beach,18.1,0.66,0.12,,CalumetBeach201508231500,18.1,0.66,0.12,3.0,0
2015-08-23 16:00:00,Calumet Beach,18.2,0.88,0.117,,CalumetBeach201508231600,18.2,0.88,0.117,2.0,0
2015-08-23 17:00:00,Calumet Beach,18.3,0.89,0.117,,CalumetBeach201508231700,18.3,0.89,0.117,3.0,0
2015-08-23 18:00:00,Calumet Beach,18.2,0.81,0.123,,CalumetBeach201508231800,18.2,0.81,0.123,3.0,0
2015-08-23 19:00:00,Calumet Beach,18.1,0.69,0.119,,CalumetBeach201508231900,18.1,0.69,0.119,3.0,0
2015-08-23 20:00:00,Calumet Beach,18.0,0.79,0.125,,CalumetBeach201508232000,18.0,0.79,0.125,3.0,0
2015-08-23 21:00:00,Calumet Beach,17.5,0.68,0.123,,CalumetBeach201508232100,17.5,0.68,0.123,3.0,0
2015-08-23 22:00:00,Calumet Beach,16.7,0.99,0.112,,CalumetBeach201508232200,16.7,0.99,0.112,3.0,0
2015-08-23 23:00:00,Calumet Beach,16.5,0.9,0.106,,CalumetBeach201508232300,16.5,0.9,0.106,3.0,0
2015-08-24 00:00:00,Calumet Beach,16.9,0.44,0.134,,CalumetBeach201508242400,16.9,0.44,0.134,3.0,0
2015-08-24 01:00:00,Calumet Beach,16.8,0.42,0.109,3.0,CalumetBeach201508240100,16.8,0.42,0.109,3.0,0
2015-08-24 02:00:00,Calumet Beach,16.8,0.43,0.107,4.0,CalumetBeach201508240200,16.8,0.43,0.107,4.0,0
2015-08-24 03:00:00,Calumet Beach,16.7,0.36,0.105,4.0,CalumetBeach201508240300,16.7,0.36,0.105,4.0,0
2015-08-24 04:00:00,Calumet Beach,16.6,0.59,0.103,3.0,CalumetBeach201508240400,16.6,0.59,0.103,3.0,0
2015-08-24 05:00:00,Calumet Beach,16.5,0.65,0.1,4.0,CalumetBeach201508240500,16.5,0.65,0.1,4.0,0
2015-08-24 06:00:00,Calumet Beach,16.4,0.71,0.103,2.0,CalumetBeach201508240600,16.4,0.71,0.103,2.0,0
2015-08-24 07:00:00,Calumet Beach,16.2,0.69,0.102,5.0,CalumetBeach201508240700,16.2,0.69,0.102,5.0,0
2015-08-24 08:00:00,Calumet Beach,16.0,0.62,0.089,5.0,CalumetBeach201508240800,16.0,0.62,0.089,5.0,0
2015-08-24 09:00:00,Calumet Beach,16.1,0.49,0.093,9.0,CalumetBeach201508240900,16.1,0.49,0.093,9.0,0
2015-08-24 10:00:00,Calumet Beach,16.2,0.66,0.099,4.0,CalumetBeach201508241000,16.2,0.66,0.099,4.0,0
2015-08-24 11:00:00,Calumet Beach,16.2,0.79,0.093,4.0,CalumetBeach201508241100,16.2,0.79,0.093,4.0,0
2015-08-24 12:00:00,Calumet Beach,16.0,0.58,0.089,3.0,CalumetBeach201508241200,16.0,0.58,0.089,3.0,0
2015-08-24 13:00:00,Calumet Beach,16.1,0.52,0.094,2.0,CalumetBeach201508241300,16.1,0.52,0.094,2.0,0
2015-08-24 14:00:00,Calumet Beach,16.0,0.6,0.107,3.0,CalumetBeach201508241400,16.0,0.6,0.107,3.0,0
2015-08-24 15:00:00,Calumet Beach,16.4,0.56,0.11,2.0,CalumetBeach201508241500,16.4,0.56,0.11,2.0,0
2015-08-24 16:00:00,Calumet Beach,16.0,0.39,0.111,2.0,CalumetBeach201508241600,16.0,0.39,0.111,2.0,0
2015-08-24 17:00:00,Calumet Beach,16.1,0.82,0.125,2.0,CalumetBeach201508241700,16.1,0.82,0.125,2.0,0
2015-08-24 18:00:00,Calumet Beach,16.0,0.58,0.12,3.0,CalumetBeach201508241800,16.0,0.58,0.12,3.0,0
2015-08-24 19:00:00,Calumet Beach,16.0,0.39,0.13,3.0,CalumetBeach201508241900,16.0,0.39,0.13,3.0,0
2015-08-24 20:00:00,Calumet Beach,15.9,0.51,0.127,3.0,CalumetBeach201508242000,15.9,0.51,0.127,3.0,0
2015-08-24 21:00:00,Calumet Beach,15.9,0.45,,4.0,CalumetBeach201508242100,15.9,0.45,0.128,4.0,0
2015-08-24 22:00:00,Calumet Beach,15.8,0.41,,4.0,CalumetBeach201508242200,15.8,0.41,0.134,4.0,0
2015-08-24 23:00:00,Calumet Beach,15.8,0.46,,,CalumetBeach201508242300,15.8,0.46,0.148,4.0,0
2015-08-25 00:00:00,Calumet Beach,15.8,0.48,,,CalumetBeach201508252400,15.8,0.48,0.171,4.0,0
2015-08-25 01:00:00,Calumet Beach,15.8,0.61,,,CalumetBeach201508250100,15.8,0.61,0.167,5.0,0
2015-08-25 02:00:00,Calumet Beach,,0.98,,,CalumetBeach201508250200,15.8,0.98,0.174,5.0,0
2015-08-25 03:00:00,Calumet Beach,,0.74,,,CalumetBeach201508250300,15.8,0.74,0.167,5.0,0
2015-08-25 04:00:00,Calumet Beach,,0.69,,,CalumetBeach201508250400,15.8,0.69,0.151,4.0,0
2015-08-25 05:00:00,Calumet Beach,,0.8,,,CalumetBeach201508250500,15.8,0.8,0.155,4.0,0
2015-08-25 06:00:00,Calumet Beach,,0.77,,,CalumetBeach201508250600,15.7,0.77,0.146,4.0,0
2015-08-25 07:00:00,Calumet Beach,,0.62,,,CalumetBeach201508250700,15.7,0.62,0.147,4.0,0
2015-08-25 08:00:00,Calumet Beach,,0.6,,,CalumetBeach201508250800,15.7,0.6,0.149,3.0,0
2015-08-25 09:00:00,Calumet Beach,,0.5,0.145,,CalumetBeach201508250900,15.8,0.5,0.145,5.0,0
2015-08-25 10:00:00,Calumet Beach,,0.68,0.148,,CalumetBeach201508251000,15.9,0.68,0.148,4.0,0
2015-08-25 11:00:00,Calumet Beach,,0.53,0.164,4.0,CalumetBeach201508251100,16.0,0.53,0.164,4.0,0
2015-08-25 12:00:00,Calumet Beach,,0.53,0.171,,CalumetBeach201508251200,16.1,0.53,0.171,4.0,0
2015-08-25 13:00:00,Calumet Beach,,0.56,0.164,,CalumetBeach201508251300,16.2,0.56,0.164,4.0,0
2015-08-25 14:00:00,Calumet Beach,16.7,0.64,0.158,,CalumetBeach201508251400,16.7,0.64,0.158,5.0,0
2015-08-25 15:00:00,Calumet Beach,16.7,0.55,0.16,,CalumetBeach201508251500,16.7,0.55,0.16,4.0,0
2015-08-25 16:00:00,Calumet Beach,17.2,0.67,0.141,,CalumetBeach201508251600,17.2,0.67,0.141,4.0,0
2015-08-25 17:00:00,Calumet Beach,17.1,0.39,0.134,,CalumetBeach201508251700,17.1,0.39,0.134,5.0,0
2015-08-25 18:00:00,Calumet Beach,17.1,0.42,0.137,,CalumetBeach201508251800,17.1,0.42,0.137,4.0,0
2015-08-25 19:00:00,Calumet Beach,17.0,0.37,0.139,,CalumetBeach201508251900,17.0,0.37,0.139,5.0,0
2015-08-25 20:00:00,Calumet Beach,16.9,0.43,0.142,,CalumetBeach201508252000,16.9,0.43,0.142,4.0,0
2015-08-25 21:00:00,Calumet Beach,16.9,0.37,0.145,,CalumetBeach201508252100,16.9,0.37,0.145,4.0,0
2015-08-25 22:00:00,Calumet Beach,16.9,0.53,0.149,,CalumetBeach201508252200,16.9,0.53,0.149,4.0,0
2015-08-25 23:00:00,Calumet Beach,17.4,0.63,0.151,,CalumetBeach201508252300,17.4,0.63,0.151,5.0,0
2015-08-26 00:00:00,Calumet Beach,17.5,0.83,0.147,5.0,CalumetBeach201508262400,17.5,0.83,0.147,5.0,0
2015-08-26 01:00:00,Calumet Beach,17.4,0.73,0.142,4.0,CalumetBeach201508260100,17.4,0.73,0.142,4.0,0
2015-08-26 02:00:00,Calumet Beach,17.1,0.71,0.129,5.0,CalumetBeach201508260200,17.1,0.71,0.129,5.0,0
2015-08-26 03:00:00,Calumet Beach,16.8,0.56,0.125,4.0,CalumetBeach201508260300,16.8,0.56,0.125,4.0,0
2015-08-26 04:00:00,Calumet Beach,16.8,0.79,0.14,4.0,CalumetBeach201508260400,16.8,0.79,0.14,4.0,0
2015-08-26 05:00:00,Calumet Beach,16.8,0.62,0.14,4.0,CalumetBeach201508260500,16.8,0.62,0.14,4.0,0
2015-08-26 06:00:00,Calumet Beach,16.7,0.47,0.14,4.0,CalumetBeach201508260600,16.7,0.47,0.14,4.0,0
2015-08-26 07:00:00,Calumet Beach,16.7,0.42,0.147,3.0,CalumetBeach201508260700,16.7,0.42,0.147,3.0,0
2015-08-26 08:00:00,Calumet Beach,16.8,0.42,0.141,3.0,CalumetBeach201508260800,16.8,0.42,0.141,3.0,0
2015-08-26 09:00:00,Calumet Beach,16.8,0.35,0.153,5.0,CalumetBeach201508260900,16.8,0.35,0.153,5.0,0
2015-08-26 10:00:00,Calumet Beach,16.9,0.38,0.15,5.0,CalumetBeach201508261000,16.9,0.38,0.15,5.0,0
2015-08-26 11:00:00,Calumet Beach,17.0,0.4,0.161,4.0,CalumetBeach201508261100,17.0,0.4,0.161,4.0,0
2015-08-26 12:00:00,Calumet Beach,17.1,0.42,0.168,4.0,CalumetBeach201508261200,17.1,0.42,0.168,4.0,0
2015-08-26 13:00:00,Calumet Beach,17.3,0.44,0.168,5.0,CalumetBeach201508261300,17.3,0.44,0.168,5.0,0
2015-08-26 14:00:00,Calumet Beach,17.5,0.46,0.173,3.0,CalumetBeach201508261400,17.5,0.46,0.173,3.0,0
2015-08-26 15:00:00,Calumet Beach,17.6,0.4,0.175,5.0,CalumetBeach201508261500,17.6,0.4,0.175,5.0,0
2015-08-26 16:00:00,Calumet Beach,17.6,0.44,0.164,4.0,CalumetBeach201508261600,17.6,0.44,0.164,4.0,0
2015-08-26 17:00:00,Calumet Beach,17.6,0.45,0.174,4.0,CalumetBeach201508261700,17.6,0.45,0.174,4.0,0
2015-08-26 18:00:00,Calumet Beach,17.7,0.37,0.141,3.0,CalumetBeach201508261800,17.7,0.37,0.141,3.0,0
2015-08-26 19:00:00,Calumet Beach,17.6,0.38,0.141,3.0,CalumetBeach201508261900,17.6,0.38,0.141,3.0,0
2015-08-26 20:00:00,Calumet Beach,17.6,0.43,0.14,5.0,CalumetBeach201508262000,17.6,0.43,0.14,5.0,0
2015-08-26 21:00:00,Calumet Beach,17.5,0.36,0.137,4.0,CalumetBeach201508262100,17.5,0.36,0.137,4.0,0
2015-08-26 22:00:00,Calumet Beach,17.9,0.22,0.14,4.0,CalumetBeach201508262200,17.9,0.22,0.14,4.0,0
2015-08-26 23:00:00,Calumet Beach,18.1,0.16,0.152,4.0,CalumetBeach201508262300,18.1,0.16,0.152,4.0,0
2015-08-27 00:00:00,Calumet Beach,18.0,0.12,0.141,5.0,CalumetBeach201508272400,18.0,0.12,0.141,5.0,0
2015-08-27 01:00:00,Calumet Beach,18.0,0.16,0.136,3.0,CalumetBeach201508270100,18.0,0.16,0.136,3.0,0
2015-08-27 02:00:00,Calumet Beach,17.9,0.13,0.132,4.0,CalumetBeach201508270200,17.9,0.13,0.132,4.0,0
2015-08-27 03:00:00,Calumet Beach,17.9,0.1,0.125,4.0,CalumetBeach201508270300,17.9,0.1,0.125,4.0,0
2015-08-27 04:00:00,Calumet Beach,17.9,0.14,0.13,5.0,CalumetBeach201508270400,17.9,0.14,0.13,5.0,0
2015-08-27 05:00:00,Calumet Beach,17.9,,0.123,4.0,CalumetBeach201508270500,17.9,0.18,0.123,4.0,0
2015-08-27 06:00:00,Calumet Beach,17.9,,0.118,4.0,CalumetBeach201508270600,17.9,0.15,0.118,4.0,0
2015-08-27 07:00:00,Calumet Beach,17.9,,0.11,5.0,CalumetBeach201508270700,17.9,0.11,0.11,5.0,0
2015-08-27 08:00:00,Calumet Beach,17.8,,0.106,4.0,CalumetBeach201508270800,17.8,0.14,0.106,4.0,0
2015-08-27 09:00:00,Calumet Beach,17.9,,0.112,5.0,CalumetBeach201508270900,17.9,0.08,0.112,5.0,0
2015-08-27 10:00:00,Calumet Beach,18.1,,0.119,3.0,CalumetBeach201508271000,18.1,0.1,0.119,3.0,0
2015-08-27 11:00:00,Calumet Beach,18.4,,0.115,5.0,CalumetBeach201508271100,18.4,0.05,0.115,5.0,0
2015-08-27 12:00:00,Calumet Beach,18.6,,0.129,3.0,CalumetBeach201508271200,18.6,0.17,0.129,3.0,0
2015-08-27 13:00:00,Calumet Beach,,,,,,,,,,1
2015-08-27 14:00:00,Calumet Beach,,,,,,,,,,1
2015-08-27 15:00:00,Calumet Beach,,,0.107,3.0,CalumetBeach201508271500,18.9,0.1,0.107,3.0,0
