Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Beach,2015-08-09 03:00:00,22.4,0.42,0.141,3.0,10.1,08/09/2015 3:00 AM,63rdStreetBeach201508090300
63rd Street Beach,2015-08-09 04:00:00,22.4,0.37,0.135,3.0,10.1,08/09/2015 4:00 AM,63rdStreetBeach201508090400
63rd Street Beach,2015-08-09 06:00:00,22.4,0.36,0.125,4.0,10.1,08/09/2015 6:00 AM,63rdStreetBeach201508090600
63rd Street Beach,2015-08-09 07:00:00,22.5,0.39,0.118,3.0,10.1,08/09/2015 7:00 AM,63rdStreetBeach201508090700
63rd Street Beach,2015-08-09 08:00:00,22.5,0.42,0.116,3.0,10.1,08/09/2015 8:00 AM,63rdStreetBeach201508090800
63rd Street Beach,2015-08-09 09:00:00,22.5,0.36,0.127,6.0,10.1,08/09/2015 9:00 AM,63rdStreetBeach201508090900
63rd Street Beach,2015-08-09 10:00:00,22.5,0.34,0.115,5.0,10.1,08/09/2015 10:00 AM,63rdStreetBeach201508091000
63rd Street Beach,2015-08-09 11:00:00,22.5,0.36,0.108,3.0,10.1,08/09/2015 11:00 AM,63rdStreetBeach201508091100
63rd Street Beach,2015-08-09 12:00:00,22.4,0.63,0.108,3.0,10.1,08/09/2015 12:00 PM,63rdStreetBeach201508091200
63rd Street Beach,2015-08-09 13:00:00,22.6,0.57,0.109,3.0,10.1,08/09/2015 1:00 PM,63rdStreetBeach201508091300
63rd Street Beach,2015-08-09 14:00:00,22.8,0.48,0.126,3.0,10.1,08/09/2015 2:00 PM,63rdStreetBeach201508091400
63rd Street Beach,2015-08-09 15:00:00,23.1,0.41,0.112,3.0,10.1,08/09/2015 3:00 PM,63rdStreetBeach201508091500
63rd Street Beach,2015-08-09 16:00:00,23.1,0.47,0.115,4.0,10.1,08/09/2015 4:00 PM,63rdStreetBeach201508091600
63rd Street Beach,2015-08-09 17:00:00,23.2,0.53,0.111,3.0,10.1,08/09/2015 5:00 PM,63rdStreetBeach201508091700
63rd Street Beach,2015-08-09 18:00:00,23.2,0.57,0.109,3.0,10.1,08/09/2015 6:00 PM,63rdStreetBeach201508091800
63rd Street Beach,2015-08-09 19:00:00,23.0,0.47,0.1,4.0,10.1,08/09/2015 7:00 PM,63rdStreetBeach201508091900
63rd Street Beach,2015-08-09 20:00:00,22.9,0.46,0.097,6.0,10.1,08/09/2015 8:00 PM,63rdStreetBeach201508092000
63rd Street Beach,2015-08-09 21:00:00,22.9,0.46,0.104,6.0,10.1,08/09/2015 9:00 PM,63rdStreetBeach201508092100
63rd Street Beach,2015-08-09 22:00:00,22.9,0.42,0.093,7.0,10.1,08/09/2015 10:00 PM,63rdStreetBeach201508092200
63rd Street Beach,2015-08-09 23:00:00,22.8,0.42,0.079,5.0,10.1,08/09/2015 11:00 PM,63rdStreetBeach201508092300
63rd Street Beach,2015-08-10 00:00:00,22.7,0.36,0.074,4.0,10.1,08/10/2015 12:00 AM,63rdStreetBeach201508102400
63rd Street Beach,2015-08-10 01:00:00,22.7,0.4,0.082,8.0,10.1,08/10/2015 1:00 AM,63rdStreetBeach201508100100
63rd Street Beach,2015-08-10 02:00:00,22.7,0.4,0.075,6.0,10.1,08/10/2015 2:00 AM,63rdStreetBeach201508100200
63rd Street Beach,2015-08-10 03:00:00,22.6,0.38,0.077,3.0,10.1,08/10/2015 3:00 AM,63rdStreetBeach201508100300
63rd Street Beach,2015-08-10 04:00:00,22.6,0.39,0.08,5.0,10.1,08/10/2015 4:00 AM,63rdStreetBeach201508100400
63rd Street Beach,2015-08-10 05:00:00,22.8,0.71,0.076,5.0,10.1,08/10/2015 5:00 AM,63rdStreetBeach201508100500
63rd Street Beach,2015-08-10 06:00:00,22.8,0.61,0.072,5.0,10.1,08/10/2015 6:00 AM,63rdStreetBeach201508100600
63rd Street Beach,2015-08-10 07:00:00,22.7,0.51,0.067,4.0,10.1,08/10/2015 7:00 AM,63rdStreetBeach201508100700
63rd Street Beach,2015-08-10 08:00:00,22.8,0.48,0.101,2.0,10.1,08/10/2015 8:00 AM,63rdStreetBeach201508100800
63rd Street Beach,2015-08-10 09:00:00,22.8,0.45,0.079,6.0,10.1,08/10/2015 9:00 AM,63rdStreetBeach201508100900
63rd Street Beach,2015-08-10 10:00:00,22.9,0.41,0.076,5.0,10.1,08/10/2015 10:00 AM,63rdStreetBeach201508101000
63rd Street Beach,2015-08-10 11:00:00,23.2,0.38,0.129,3.0,10.1,08/10/2015 11:00 AM,63rdStreetBeach201508101100
63rd Street Beach,2015-08-10 12:00:00,23.4,0.36,0.149,3.0,10.1,08/10/2015 12:00 PM,63rdStreetBeach201508101200
63rd Street Beach,2015-08-10 13:00:00,23.6,0.38,0.134,3.0,10.1,08/10/2015 1:00 PM,63rdStreetBeach201508101300
63rd Street Beach,2015-08-10 15:00:00,23.8,0.88,0.129,2.0,10.0,08/10/2015 3:00 PM,63rdStreetBeach201508101500
63rd Street Beach,2015-08-10 16:00:00,23.7,0.99,0.233,3.0,10.0,08/10/2015 4:00 PM,63rdStreetBeach201508101600
63rd Street Beach,2015-08-10 17:00:00,23.9,1.06,0.205,3.0,10.1,08/10/2015 5:00 PM,63rdStreetBeach201508101700
63rd Street Beach,2015-08-10 19:00:00,23.7,0.72,0.203,3.0,10.0,08/10/2015 7:00 PM,63rdStreetBeach201508101900
63rd Street Beach,2015-08-10 21:00:00,23.4,0.56,0.178,4.0,10.0,08/10/2015 9:00 PM,63rdStreetBeach201508102100
63rd Street Beach,2015-08-10 22:00:00,23.3,0.6,0.164,3.0,10.0,08/10/2015 10:00 PM,63rdStreetBeach201508102200
63rd Street Beach,2015-08-10 23:00:00,23.2,0.57,0.137,3.0,10.0,08/10/2015 11:00 PM,63rdStreetBeach201508102300
63rd Street Beach,2015-08-11 00:00:00,23.2,0.6,0.157,3.0,10.0,08/11/2015 12:00 AM,63rdStreetBeach201508112400
63rd Street Beach,2015-08-11 01:00:00,23.2,0.97,0.141,4.0,10.0,08/11/2015 1:00 AM,63rdStreetBeach201508110100
63rd Street Beach,2015-08-11 02:00:00,23.2,0.56,0.135,3.0,10.0,08/11/2015 2:00 AM,63rdStreetBeach201508110200
63rd Street Beach,2015-08-11 04:00:00,23.1,0.7,0.155,3.0,10.0,08/11/2015 4:00 AM,63rdStreetBeach201508110400
63rd Street Beach,2015-08-11 05:00:00,23.0,0.68,0.169,4.0,10.0,08/11/2015 5:00 AM,63rdStreetBeach201508110500
63rd Street Beach,2015-08-11 06:00:00,22.9,0.92,0.209,3.0,10.0,08/11/2015 6:00 AM,63rdStreetBeach201508110600
63rd Street Beach,2015-08-11 07:00:00,22.9,0.71,0.22,4.0,10.0,08/11/2015 7:00 AM,63rdStreetBeach201508110700
63rd Street Beach,2015-08-11 08:00:00,22.8,0.71,0.235,3.0,10.0,08/11/2015 8:00 AM,63rdStreetBeach201508110800
63rd Street Beach,2015-08-11 09:00:00,22.9,0.77,0.238,4.0,10.0,08/11/2015 9:00 AM,63rdStreetBeach201508110900
63rd Street Beach,2015-08-11 10:00:00,23.1,0.94,0.247,4.0,10.0,08/11/2015 10:00 AM,63rdStreetBeach201508111000
63rd Street Beach,2015-08-11 11:00:00,23.4,1.13,0.236,4.0,10.0,08/11/2015 11:00 AM,63rdStreetBeach201508111100
63rd Street Beach,2015-08-11 12:00:00,23.7,1.09,0.225,4.0,10.0,08/11/2015 12:00 PM,63rdStreetBeach201508111200
63rd Street Beach,2015-08-11 13:00:00,24.0,1.13,0.222,4.0,10.0,08/11/2015 1:00 PM,63rdStreetBeach201508111300
63rd Street Beach,2015-08-11 15:00:00,24.6,1.13,0.225,3.0,10.0,08/11/2015 3:00 PM,63rdStreetBeach201508111500
63rd Street Beach,2015-08-11 16:00:00,25.1,1.82,0.255,4.0,10.0,08/11/2015 4:00 PM,63rdStreetBeach201508111600
63rd Street Beach,2015-08-11 18:00:00,25.6,3.15,0.298,4.0,10.0,08/11/2015 6:00 PM,63rdStreetBeach201508111800
63rd Street Beach,2015-08-11 19:00:00,25.3,2.3,0.286,4.0,10.0,08/11/2015 7:00 PM,63rdStreetBeach201508111900
63rd Street Beach,2015-08-11 20:00:00,24.9,1.65,0.288,4.0,10.0,08/11/2015 8:00 PM,63rdStreetBeach201508112000
63rd Street Beach,2015-08-11 21:00:00,24.9,1.95,0.269,5.0,10.0,08/11/2015 9:00 PM,63rdStreetBeach201508112100
63rd Street Beach,2015-08-12 01:00:00,23.7,1.74,0.259,5.0,9.9,08/12/2015 1:00 AM,63rdStreetBeach201508120100
63rd Street Beach,2015-08-12 02:00:00,23.6,2.06,0.256,5.0,9.9,08/12/2015 2:00 AM,63rdStreetBeach201508120200
63rd Street Beach,2015-08-12 04:00:00,23.4,2.08,0.249,4.0,9.9,08/12/2015 4:00 AM,63rdStreetBeach201508120400
63rd Street Beach,2015-08-12 05:00:00,23.2,2.39,0.234,5.0,9.9,08/12/2015 5:00 AM,63rdStreetBeach201508120500
63rd Street Beach,2015-08-12 07:00:00,22.8,4.52,0.259,4.0,9.9,08/12/2015 7:00 AM,63rdStreetBeach201508120700
63rd Street Beach,2015-08-12 08:00:00,22.8,5.07,0.266,5.0,9.9,08/12/2015 8:00 AM,63rdStreetBeach201508120800
63rd Street Beach,2015-08-12 09:00:00,22.9,4.18,0.276,4.0,9.9,08/12/2015 9:00 AM,63rdStreetBeach201508120900
63rd Street Beach,2015-08-12 11:00:00,23.5,3.2,0.295,5.0,9.9,08/12/2015 11:00 AM,63rdStreetBeach201508121100
63rd Street Beach,2015-08-12 15:00:00,24.7,2.81,0.291,7.0,9.9,08/12/2015 3:00 PM,63rdStreetBeach201508121500
63rd Street Beach,2015-08-12 17:00:00,25.4,5.26,0.26,6.0,9.9,08/12/2015 5:00 PM,63rdStreetBeach201508121700
63rd Street Beach,2015-08-12 18:00:00,25.1,4.25,0.241,6.0,9.9,08/12/2015 6:00 PM,63rdStreetBeach201508121800
63rd Street Beach,2015-08-12 19:00:00,24.7,3.47,0.236,6.0,9.9,08/12/2015 7:00 PM,63rdStreetBeach201508121900
63rd Street Beach,2015-08-12 20:00:00,24.4,3.37,0.231,6.0,9.9,08/12/2015 8:00 PM,63rdStreetBeach201508122000
63rd Street Beach,2015-08-12 21:00:00,24.2,3.76,0.201,6.0,9.9,08/12/2015 9:00 PM,63rdStreetBeach201508122100
63rd Street Beach,2015-08-12 22:00:00,24.0,3.13,0.193,6.0,9.9,08/12/2015 10:00 PM,63rdStreetBeach201508122200
63rd Street Beach,2015-08-12 23:00:00,23.9,2.91,0.181,6.0,9.9,08/12/2015 11:00 PM,63rdStreetBeach201508122300
63rd Street Beach,2015-08-13 00:00:00,23.8,3.14,0.156,6.0,9.9,08/13/2015 12:00 AM,63rdStreetBeach201508132400
63rd Street Beach,2015-08-13 01:00:00,23.8,2.8,0.153,5.0,9.9,08/13/2015 1:00 AM,63rdStreetBeach201508130100
63rd Street Beach,2015-08-13 02:00:00,23.7,3.11,0.139,6.0,9.9,08/13/2015 2:00 AM,63rdStreetBeach201508130200
63rd Street Beach,2015-08-13 03:00:00,23.7,3.14,0.13,5.0,9.8,08/13/2015 3:00 AM,63rdStreetBeach201508130300
63rd Street Beach,2015-08-13 04:00:00,23.6,3.1,0.117,5.0,9.8,08/13/2015 4:00 AM,63rdStreetBeach201508130400
63rd Street Beach,2015-08-13 05:00:00,23.6,3.36,0.1,5.0,9.8,08/13/2015 5:00 AM,63rdStreetBeach201508130500
63rd Street Beach,2015-08-13 06:00:00,23.5,2.96,0.091,5.0,9.8,08/13/2015 6:00 AM,63rdStreetBeach201508130600
63rd Street Beach,2015-08-13 07:00:00,23.4,2.7,0.08,5.0,9.8,08/13/2015 7:00 AM,63rdStreetBeach201508130700
63rd Street Beach,2015-08-13 08:00:00,23.4,2.47,0.079,4.0,9.8,08/13/2015 8:00 AM,63rdStreetBeach201508130800
63rd Street Beach,2015-08-13 09:00:00,23.5,2.37,0.071,4.0,9.8,08/13/2015 9:00 AM,63rdStreetBeach201508130900
63rd Street Beach,2015-08-13 10:00:00,23.7,1.99,0.071,4.0,9.8,08/13/2015 10:00 AM,63rdStreetBeach201508131000
63rd Street Beach,2015-08-13 11:00:00,23.9,1.78,0.067,5.0,9.8,08/13/2015 11:00 AM,63rdStreetBeach201508131100
63rd Street Beach,2015-08-13 12:00:00,24.3,1.64,0.071,3.0,12.9,08/13/2015 12:00 PM,63rdStreetBeach201508131200
63rd Street Beach,2015-08-13 13:00:00,24.6,1.58,0.073,4.0,12.9,08/13/2015 1:00 PM,63rdStreetBeach201508131300
63rd Street Beach,2015-08-13 14:00:00,24.7,1.44,0.088,3.0,12.9,08/13/2015 2:00 PM,63rdStreetBeach201508131400
63rd Street Beach,2015-08-13 15:00:00,24.7,1.3,0.11,6.0,12.9,08/13/2015 3:00 PM,63rdStreetBeach201508131500
63rd Street Beach,2015-08-13 16:00:00,24.6,1.2,0.078,6.0,12.8,08/13/2015 4:00 PM,63rdStreetBeach201508131600
63rd Street Beach,2015-08-13 17:00:00,24.7,1.01,0.082,5.0,12.8,08/13/2015 5:00 PM,63rdStreetBeach201508131700
63rd Street Beach,2015-08-13 18:00:00,24.4,1.06,0.101,6.0,12.8,08/13/2015 6:00 PM,63rdStreetBeach201508131800
63rd Street Beach,2015-08-13 19:00:00,24.2,0.93,0.078,5.0,12.8,08/13/2015 7:00 PM,63rdStreetBeach201508131900
63rd Street Beach,2015-08-13 20:00:00,24.0,0.76,0.102,4.0,12.7,08/13/2015 8:00 PM,63rdStreetBeach201508132000
63rd Street Beach,2015-08-13 21:00:00,23.7,0.7,0.075,6.0,12.7,08/13/2015 9:00 PM,63rdStreetBeach201508132100
63rd Street Beach,2015-08-13 22:00:00,23.6,0.68,0.08,5.0,12.7,08/13/2015 10:00 PM,63rdStreetBeach201508132200
63rd Street Beach,2015-08-13 23:00:00,23.4,0.72,0.081,5.0,12.7,08/13/2015 11:00 PM,63rdStreetBeach201508132300
63rd Street Beach,2015-08-14 00:00:00,23.4,0.74,0.063,4.0,12.7,08/14/2015 12:00 AM,63rdStreetBeach201508142400
63rd Street Beach,2015-08-14 01:00:00,23.3,0.67,0.065,8.0,12.7,08/14/2015 1:00 AM,63rdStreetBeach201508140100
63rd Street Beach,2015-08-14 02:00:00,23.2,0.73,0.062,7.0,12.6,08/14/2015 2:00 AM,63rdStreetBeach201508140200
63rd Street Beach,2015-08-14 03:00:00,23.1,0.63,0.083,3.0,12.6,08/14/2015 3:00 AM,63rdStreetBeach201508140300
63rd Street Beach,2015-08-14 04:00:00,23.0,0.65,0.058,6.0,12.6,08/14/2015 4:00 AM,63rdStreetBeach201508140400
63rd Street Beach,2015-08-14 05:00:00,22.9,0.54,0.055,9.0,12.6,08/14/2015 5:00 AM,63rdStreetBeach201508140500
63rd Street Beach,2015-08-14 06:00:00,22.8,0.51,0.058,9.0,12.6,08/14/2015 6:00 AM,63rdStreetBeach201508140600
63rd Street Beach,2015-08-14 07:00:00,22.8,0.45,0.056,8.0,12.6,08/14/2015 7:00 AM,63rdStreetBeach201508140700
63rd Street Beach,2015-08-14 08:00:00,22.7,0.47,0.06,7.0,12.5,08/14/2015 8:00 AM,63rdStreetBeach201508140800
63rd Street Beach,2015-08-14 09:00:00,22.8,0.48,0.076,9.0,12.5,08/14/2015 9:00 AM,63rdStreetBeach201508140900
63rd Street Beach,2015-08-14 10:00:00,22.7,0.53,0.073,5.0,12.5,08/14/2015 10:00 AM,63rdStreetBeach201508141000
63rd Street Beach,2015-08-14 11:00:00,22.8,0.48,0.067,7.0,12.5,08/14/2015 11:00 AM,63rdStreetBeach201508141100
63rd Street Beach,2015-08-14 12:00:00,22.7,0.4,0.095,4.0,12.5,08/14/2015 12:00 PM,63rdStreetBeach201508141200
63rd Street Beach,2015-08-14 14:00:00,23.2,0.3,0.092,5.0,12.5,08/14/2015 2:00 PM,63rdStreetBeach201508141400
63rd Street Beach,2015-08-14 15:00:00,23.6,0.29,0.088,4.0,12.5,08/14/2015 3:00 PM,63rdStreetBeach201508141500
63rd Street Beach,2015-08-14 16:00:00,23.9,0.3,0.125,5.0,12.4,08/14/2015 4:00 PM,63rdStreetBeach201508141600
63rd Street Beach,2015-08-14 17:00:00,23.9,0.32,0.122,3.0,12.4,08/14/2015 5:00 PM,63rdStreetBeach201508141700
63rd Street Beach,2015-08-14 18:00:00,23.7,0.36,0.106,4.0,12.4,08/14/2015 6:00 PM,63rdStreetBeach201508141800
63rd Street Beach,2015-08-14 19:00:00,23.6,0.42,0.095,7.0,12.4,08/14/2015 7:00 PM,63rdStreetBeach201508141900
63rd Street Beach,2015-08-14 20:00:00,23.6,0.46,0.095,3.0,12.4,08/14/2015 8:00 PM,63rdStreetBeach201508142000
63rd Street Beach,2015-08-14 21:00:00,23.6,0.45,0.101,5.0,12.4,08/14/2015 9:00 PM,63rdStreetBeach201508142100
63rd Street Beach,2015-08-14 22:00:00,22.8,0.59,0.17,3.0,12.4,08/14/2015 10:00 PM,63rdStreetBeach201508142200
63rd Street Beach,2015-08-15 00:00:00,22.5,0.59,0.163,3.0,12.4,08/15/2015 12:00 AM,63rdStreetBeach201508152400
63rd Street Beach,2015-08-15 01:00:00,22.8,1.97,0.135,4.0,12.3,08/15/2015 1:00 AM,63rdStreetBeach201508150100
63rd Street Beach,2015-08-15 02:00:00,22.8,1.21,0.134,4.0,12.3,08/15/2015 2:00 AM,63rdStreetBeach201508150200
63rd Street Beach,2015-08-15 03:00:00,22.7,0.75,0.143,4.0,12.3,08/15/2015 3:00 AM,63rdStreetBeach201508150300
63rd Street Beach,2015-08-15 04:00:00,22.6,0.71,0.134,4.0,12.3,08/15/2015 4:00 AM,63rdStreetBeach201508150400
63rd Street Beach,2015-08-15 05:00:00,22.6,1.03,0.13,4.0,12.3,08/15/2015 5:00 AM,63rdStreetBeach201508150500
63rd Street Beach,2015-08-15 06:00:00,22.5,1.17,0.124,4.0,12.3,08/15/2015 6:00 AM,63rdStreetBeach201508150600
63rd Street Beach,2015-08-15 07:00:00,22.5,1.08,0.123,4.0,12.3,08/15/2015 7:00 AM,63rdStreetBeach201508150700
63rd Street Beach,2015-08-15 08:00:00,22.5,1.36,0.11,4.0,12.3,08/15/2015 8:00 AM,63rdStreetBeach201508150800
63rd Street Beach,2015-08-15 10:00:00,22.8,1.06,0.126,4.0,12.3,08/15/2015 10:00 AM,63rdStreetBeach201508151000
63rd Street Beach,2015-08-15 11:00:00,23.2,1.41,0.106,4.0,12.3,08/15/2015 11:00 AM,63rdStreetBeach201508151100
63rd Street Beach,2015-08-15 12:00:00,23.9,1.01,0.136,4.0,12.2,08/15/2015 12:00 PM,63rdStreetBeach201508151200
63rd Street Beach,2015-08-15 13:00:00,24.3,0.96,0.154,5.0,12.2,08/15/2015 1:00 PM,63rdStreetBeach201508151300
63rd Street Beach,2015-08-15 14:00:00,23.8,0.73,0.123,4.0,12.2,08/15/2015 2:00 PM,63rdStreetBeach201508151400
63rd Street Beach,2015-08-15 15:00:00,23.8,0.56,0.138,4.0,12.2,08/15/2015 3:00 PM,63rdStreetBeach201508151500
63rd Street Beach,2015-08-15 16:00:00,24.0,0.48,0.19,4.0,12.2,08/15/2015 4:00 PM,63rdStreetBeach201508151600
63rd Street Beach,2015-08-15 18:00:00,24.5,1.12,0.117,3.0,12.2,08/15/2015 6:00 PM,63rdStreetBeach201508151800
63rd Street Beach,2015-08-15 20:00:00,24.0,0.71,0.102,6.0,12.2,08/15/2015 8:00 PM,63rdStreetBeach201508152000
63rd Street Beach,2015-08-15 23:00:00,23.7,0.56,0.09,3.0,12.2,08/15/2015 11:00 PM,63rdStreetBeach201508152300
63rd Street Beach,2015-08-16 00:00:00,23.6,0.52,0.081,5.0,12.2,08/16/2015 12:00 AM,63rdStreetBeach201508162400
63rd Street Beach,2015-08-16 02:00:00,23.3,0.5,0.075,3.0,12.2,08/16/2015 2:00 AM,63rdStreetBeach201508160200
63rd Street Beach,2015-08-16 03:00:00,23.2,0.53,0.068,6.0,12.1,08/16/2015 3:00 AM,63rdStreetBeach201508160300
63rd Street Beach,2015-08-16 04:00:00,23.2,0.44,0.064,5.0,12.1,08/16/2015 4:00 AM,63rdStreetBeach201508160400
63rd Street Beach,2015-08-16 05:00:00,23.1,0.45,0.063,5.0,12.1,08/16/2015 5:00 AM,63rdStreetBeach201508160500
63rd Street Beach,2015-08-16 06:00:00,23.0,0.42,0.06,8.0,12.1,08/16/2015 6:00 AM,63rdStreetBeach201508160600
63rd Street Beach,2015-08-16 07:00:00,23.0,0.42,0.057,7.0,12.1,08/16/2015 7:00 AM,63rdStreetBeach201508160700
63rd Street Beach,2015-08-16 08:00:00,23.0,0.38,0.056,6.0,12.1,08/16/2015 8:00 AM,63rdStreetBeach201508160800
63rd Street Beach,2015-08-16 09:00:00,23.2,0.35,0.064,6.0,12.1,08/16/2015 9:00 AM,63rdStreetBeach201508160900
63rd Street Beach,2015-08-16 10:00:00,23.6,0.49,0.077,5.0,12.1,08/16/2015 10:00 AM,63rdStreetBeach201508161000
63rd Street Beach,2015-08-16 11:00:00,23.6,0.48,0.109,3.0,12.1,08/16/2015 11:00 AM,63rdStreetBeach201508161100
63rd Street Beach,2015-08-16 12:00:00,23.6,0.53,0.11,4.0,12.1,08/16/2015 12:00 PM,63rdStreetBeach201508161200
63rd Street Beach,2015-08-16 13:00:00,23.8,0.52,0.118,3.0,12.1,08/16/2015 1:00 PM,63rdStreetBeach201508161300
63rd Street Beach,2015-08-16 14:00:00,23.7,0.52,0.114,3.0,12.1,08/16/2015 2:00 PM,63rdStreetBeach201508161400
63rd Street Beach,2015-08-16 15:00:00,23.9,0.6,0.108,3.0,12.1,08/16/2015 3:00 PM,63rdStreetBeach201508161500
63rd Street Beach,2015-08-16 16:00:00,23.8,0.68,0.17,3.0,12.1,08/16/2015 4:00 PM,63rdStreetBeach201508161600
63rd Street Beach,2015-08-16 17:00:00,23.5,0.98,0.123,3.0,12.0,08/16/2015 5:00 PM,63rdStreetBeach201508161700
63rd Street Beach,2015-08-16 18:00:00,23.0,0.8,0.103,4.0,12.0,08/16/2015 6:00 PM,63rdStreetBeach201508161800
63rd Street Beach,2015-08-16 19:00:00,22.7,0.84,0.116,3.0,12.0,08/16/2015 7:00 PM,63rdStreetBeach201508161900
63rd Street Beach,2015-08-16 20:00:00,22.2,0.68,0.088,6.0,12.0,08/16/2015 8:00 PM,63rdStreetBeach201508162000
63rd Street Beach,2015-08-17 00:00:00,21.9,0.86,0.059,10.0,12.0,08/17/2015 12:00 AM,63rdStreetBeach201508172400
63rd Street Beach,2015-08-17 01:00:00,21.9,0.83,0.051,6.0,12.0,08/17/2015 1:00 AM,63rdStreetBeach201508170100
63rd Street Beach,2015-08-17 02:00:00,21.7,0.7,0.056,6.0,12.0,08/17/2015 2:00 AM,63rdStreetBeach201508170200
63rd Street Beach,2015-08-17 03:00:00,21.6,0.56,0.053,6.0,12.0,08/17/2015 3:00 AM,63rdStreetBeach201508170300
63rd Street Beach,2015-08-17 04:00:00,21.5,0.55,0.057,5.0,12.0,08/17/2015 4:00 AM,63rdStreetBeach201508170400
63rd Street Beach,2015-08-17 05:00:00,21.6,0.36,0.055,5.0,12.0,08/17/2015 5:00 AM,63rdStreetBeach201508170500
63rd Street Beach,2015-08-17 06:00:00,21.7,0.42,0.049,8.0,12.0,08/17/2015 6:00 AM,63rdStreetBeach201508170600
63rd Street Beach,2015-08-17 07:00:00,21.8,0.48,0.05,8.0,12.0,08/17/2015 7:00 AM,63rdStreetBeach201508170700
63rd Street Beach,2015-08-17 08:00:00,22.1,0.35,0.053,7.0,12.0,08/17/2015 8:00 AM,63rdStreetBeach201508170800
63rd Street Beach,2015-08-17 09:00:00,22.3,0.33,0.052,6.0,12.0,08/17/2015 9:00 AM,63rdStreetBeach201508170900
63rd Street Beach,2015-08-17 10:00:00,22.6,0.31,0.078,4.0,12.0,08/17/2015 10:00 AM,63rdStreetBeach201508171000
63rd Street Beach,2015-08-17 11:00:00,22.5,0.36,0.063,7.0,11.9,08/17/2015 11:00 AM,63rdStreetBeach201508171100
63rd Street Beach,2015-08-17 12:00:00,22.8,0.41,0.061,3.0,11.9,08/17/2015 12:00 PM,63rdStreetBeach201508171200
63rd Street Beach,2015-08-17 13:00:00,23.1,0.35,0.055,4.0,11.9,08/17/2015 1:00 PM,63rdStreetBeach201508171300
63rd Street Beach,2015-08-17 14:00:00,23.1,3.81,0.084,4.0,11.9,08/17/2015 2:00 PM,63rdStreetBeach201508171400
63rd Street Beach,2015-08-17 17:00:00,21.7,2.15,0.076,4.0,11.9,08/17/2015 5:00 PM,63rdStreetBeach201508171700
63rd Street Beach,2015-08-17 18:00:00,21.3,1.44,0.08,3.0,11.9,08/17/2015 6:00 PM,63rdStreetBeach201508171800
63rd Street Beach,2015-08-17 19:00:00,21.1,0.64,0.084,3.0,11.9,08/17/2015 7:00 PM,63rdStreetBeach201508171900
63rd Street Beach,2015-08-17 20:00:00,21.1,0.7,0.079,6.0,11.9,08/17/2015 8:00 PM,63rdStreetBeach201508172000
63rd Street Beach,2015-08-17 21:00:00,21.2,0.71,0.09,6.0,11.9,08/17/2015 9:00 PM,63rdStreetBeach201508172100
63rd Street Beach,2015-08-17 22:00:00,21.3,0.83,0.073,4.0,11.9,08/17/2015 10:00 PM,63rdStreetBeach201508172200
63rd Street Beach,2015-08-17 23:00:00,21.3,0.53,0.093,3.0,11.9,08/17/2015 11:00 PM,63rdStreetBeach201508172300
63rd Street Beach,2015-08-18 00:00:00,21.6,0.47,0.078,3.0,11.9,08/18/2015 12:00 AM,63rdStreetBeach201508182400
63rd Street Beach,2015-08-18 01:00:00,21.5,0.45,0.065,3.0,11.9,08/18/2015 1:00 AM,63rdStreetBeach201508180100
63rd Street Beach,2015-08-18 03:00:00,21.3,0.44,0.062,6.0,11.9,08/18/2015 3:00 AM,63rdStreetBeach201508180300
63rd Street Beach,2015-08-18 04:00:00,21.2,0.58,0.07,5.0,11.9,08/18/2015 4:00 AM,63rdStreetBeach201508180400
63rd Street Beach,2015-08-18 05:00:00,20.5,1.31,0.073,10.0,11.9,08/18/2015 5:00 AM,63rdStreetBeach201508180500
63rd Street Beach,2015-08-18 06:00:00,19.2,0.62,0.08,3.0,11.9,08/18/2015 6:00 AM,63rdStreetBeach201508180600
63rd Street Beach,2015-08-18 07:00:00,19.5,1.14,0.082,2.0,11.9,08/18/2015 7:00 AM,63rdStreetBeach201508180700
63rd Street Beach,2015-08-18 09:00:00,19.1,0.65,0.07,6.0,11.8,08/18/2015 9:00 AM,63rdStreetBeach201508180900
63rd Street Beach,2015-08-18 11:00:00,19.3,1.1,0.074,4.0,11.8,08/18/2015 11:00 AM,63rdStreetBeach201508181100
63rd Street Beach,2015-08-18 13:00:00,19.6,1.36,0.073,9.0,11.8,08/18/2015 1:00 PM,63rdStreetBeach201508181300
63rd Street Beach,2015-08-18 14:00:00,19.6,1.27,0.066,4.0,11.8,08/18/2015 2:00 PM,63rdStreetBeach201508181400
63rd Street Beach,2015-08-18 15:00:00,19.4,0.77,0.066,9.0,11.8,08/18/2015 3:00 PM,63rdStreetBeach201508181500
63rd Street Beach,2015-08-18 16:00:00,19.1,0.47,0.076,4.0,11.8,08/18/2015 4:00 PM,63rdStreetBeach201508181600
63rd Street Beach,2015-08-18 17:00:00,18.7,0.37,0.078,4.0,11.8,08/18/2015 5:00 PM,63rdStreetBeach201508181700
63rd Street Beach,2015-08-18 18:00:00,18.5,0.41,0.107,2.0,11.8,08/18/2015 6:00 PM,63rdStreetBeach201508181800
63rd Street Beach,2015-08-18 19:00:00,18.3,0.37,0.108,3.0,11.8,08/18/2015 7:00 PM,63rdStreetBeach201508181900
