Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Measurement ID,Readable Timestamp
Montrose Beach,1465948800.0,17.4,0.0,0.194,3.0,MontroseBeach201606152400,2016-06-15 00:00:00
Calumet Beach,1465948800.0,20.4,1.77,0.119,2.0,CalumetBeach201606152400,2016-06-15 00:00:00
Calumet Beach,1465952400.0,20.5,2.81,0.135,2.0,CalumetBeach201606150100,2016-06-15 01:00:00
Montrose Beach,1465952400.0,17.4,0.0,0.17,3.0,MontroseBeach201606150100,2016-06-15 01:00:00
Montrose Beach,1465956000.0,17.3,0.0,0.16,3.0,MontroseBeach201606150200,2016-06-15 02:00:00
Calumet Beach,1465956000.0,20.5,2.79,0.134,2.0,CalumetBeach201606150200,2016-06-15 02:00:00
Calumet Beach,1465959600.0,20.3,2.12,0.119,3.0,CalumetBeach201606150300,2016-06-15 03:00:00
Montrose Beach,1465959600.0,17.4,0.0,0.159,3.0,MontroseBeach201606150300,2016-06-15 03:00:00
Montrose Beach,1465963200.0,17.4,0.0,0.159,3.0,MontroseBeach201606150400,2016-06-15 04:00:00
Calumet Beach,1465963200.0,20.1,1.92,0.096,3.0,CalumetBeach201606150400,2016-06-15 04:00:00
Calumet Beach,1465966800.0,19.9,1.67,0.103,3.0,CalumetBeach201606150500,2016-06-15 05:00:00
Montrose Beach,1465966800.0,17.4,0.0,0.155,3.0,MontroseBeach201606150500,2016-06-15 05:00:00
Montrose Beach,1465970400.0,17.5,0.0,0.144,3.0,MontroseBeach201606150600,2016-06-15 06:00:00
Calumet Beach,1465970400.0,19.6,1.36,0.106,2.0,CalumetBeach201606150600,2016-06-15 06:00:00
Calumet Beach,1465974000.0,19.6,1.37,0.089,3.0,CalumetBeach201606150700,2016-06-15 07:00:00
Montrose Beach,1465974000.0,17.4,0.0,0.165,3.0,MontroseBeach201606150700,2016-06-15 07:00:00
Montrose Beach,1465981200.0,17.8,0.0,0.144,3.0,MontroseBeach201606150900,2016-06-15 09:00:00
Calumet Beach,1465981200.0,20.2,1.46,0.068,3.0,CalumetBeach201606150900,2016-06-15 09:00:00
Calumet Beach,1465984800.0,20.2,1.47,0.068,9.0,CalumetBeach201606151000,2016-06-15 10:00:00
Montrose Beach,1465984800.0,18.1,0.0,0.118,4.0,MontroseBeach201606151000,2016-06-15 10:00:00
Montrose Beach,1465988400.0,18.3,0.0,0.118,4.0,MontroseBeach201606151100,2016-06-15 11:00:00
Calumet Beach,1465988400.0,20.5,1.43,0.067,3.0,CalumetBeach201606151100,2016-06-15 11:00:00
Calumet Beach,1465992000.0,20.8,1.39,0.081,2.0,CalumetBeach201606151200,2016-06-15 12:00:00
Montrose Beach,1465992000.0,18.4,0.0,0.12,3.0,MontroseBeach201606151200,2016-06-15 12:00:00
Montrose Beach,1465995600.0,18.6,0.0,0.131,3.0,MontroseBeach201606151300,2016-06-15 13:00:00
Calumet Beach,1465995600.0,20.7,1.43,0.072,3.0,CalumetBeach201606151300,2016-06-15 13:00:00
Calumet Beach,1465999200.0,20.7,1.59,0.071,2.0,CalumetBeach201606151400,2016-06-15 14:00:00
Montrose Beach,1465999200.0,19.0,0.0,0.141,3.0,MontroseBeach201606151400,2016-06-15 14:00:00
Montrose Beach,1466002800.0,21.5,0.0,0.151,2.0,MontroseBeach201606151500,2016-06-15 15:00:00
Calumet Beach,1466002800.0,20.4,1.38,0.076,3.0,CalumetBeach201606151500,2016-06-15 15:00:00
Calumet Beach,1466006400.0,20.5,1.32,0.071,2.0,CalumetBeach201606151600,2016-06-15 16:00:00
Montrose Beach,1466006400.0,22.0,0.0,0.132,4.0,MontroseBeach201606151600,2016-06-15 16:00:00
Montrose Beach,1466010000.0,22.5,0.0,0.172,2.0,MontroseBeach201606151700,2016-06-15 17:00:00
Calumet Beach,1466010000.0,20.6,1.58,0.068,7.0,CalumetBeach201606151700,2016-06-15 17:00:00
Calumet Beach,1466013600.0,21.3,1.58,0.085,4.0,CalumetBeach201606151800,2016-06-15 18:00:00
Montrose Beach,1466013600.0,21.7,0.0,0.153,6.0,MontroseBeach201606151800,2016-06-15 18:00:00
Montrose Beach,1466017200.0,20.6,0.0,0.14,4.0,MontroseBeach201606151900,2016-06-15 19:00:00
Calumet Beach,1466017200.0,21.1,1.06,0.076,3.0,CalumetBeach201606151900,2016-06-15 19:00:00
Calumet Beach,1466020800.0,21.4,1.07,0.085,2.0,CalumetBeach201606152000,2016-06-15 20:00:00
Montrose Beach,1466020800.0,19.5,0.0,0.143,4.0,MontroseBeach201606152000,2016-06-15 20:00:00
Montrose Beach,1466024400.0,19.4,0.04,0.139,4.0,MontroseBeach201606152100,2016-06-15 21:00:00
Calumet Beach,1466024400.0,21.1,1.4,0.092,4.0,CalumetBeach201606152100,2016-06-15 21:00:00
Calumet Beach,1466028000.0,20.9,1.48,0.088,2.0,CalumetBeach201606152200,2016-06-15 22:00:00
Montrose Beach,1466028000.0,19.4,0.0,0.149,4.0,MontroseBeach201606152200,2016-06-15 22:00:00
Montrose Beach,1466031600.0,19.2,0.0,0.118,8.0,MontroseBeach201606152300,2016-06-15 23:00:00
Calumet Beach,1466031600.0,20.8,1.49,0.085,2.0,CalumetBeach201606152300,2016-06-15 23:00:00
Montrose Beach,1466035200.0,18.8,0.0,0.134,4.0,MontroseBeach201606162400,2016-06-16 00:00:00
Calumet Beach,1466035200.0,20.6,1.33,0.085,3.0,CalumetBeach201606162400,2016-06-16 00:00:00
Calumet Beach,1466038800.0,20.4,1.18,0.074,4.0,CalumetBeach201606160100,2016-06-16 01:00:00
Montrose Beach,1466038800.0,18.7,0.0,0.148,6.0,MontroseBeach201606160100,2016-06-16 01:00:00
Montrose Beach,1466042400.0,18.6,0.0,0.148,6.0,MontroseBeach201606160200,2016-06-16 02:00:00
Calumet Beach,1466042400.0,20.4,1.11,0.071,3.0,CalumetBeach201606160200,2016-06-16 02:00:00
Calumet Beach,1466046000.0,20.4,1.09,0.131,2.0,CalumetBeach201606160300,2016-06-16 03:00:00
Montrose Beach,1466046000.0,18.6,0.0,0.134,2.0,MontroseBeach201606160300,2016-06-16 03:00:00
Montrose Beach,1466049600.0,18.4,0.0,0.135,4.0,MontroseBeach201606160400,2016-06-16 04:00:00
Calumet Beach,1466049600.0,20.3,1.11,0.099,2.0,CalumetBeach201606160400,2016-06-16 04:00:00
Calumet Beach,1466053200.0,20.2,1.19,0.114,3.0,CalumetBeach201606160500,2016-06-16 05:00:00
Montrose Beach,1466053200.0,18.4,0.0,0.137,2.0,MontroseBeach201606160500,2016-06-16 05:00:00
Montrose Beach,1466056800.0,18.2,0.0,0.151,9.0,MontroseBeach201606160600,2016-06-16 06:00:00
Calumet Beach,1466056800.0,20.2,1.2,0.093,2.0,CalumetBeach201606160600,2016-06-16 06:00:00
Calumet Beach,1466060400.0,20.2,1.09,0.079,3.0,CalumetBeach201606160700,2016-06-16 07:00:00
Montrose Beach,1466060400.0,18.3,0.0,0.18,2.0,MontroseBeach201606160700,2016-06-16 07:00:00
Calumet Beach,1466064000.0,20.1,1.08,0.076,2.0,CalumetBeach201606160800,2016-06-16 08:00:00
Montrose Beach,1466064000.0,18.3,0.0,0.23,2.0,MontroseBeach201606160800,2016-06-16 08:00:00
Montrose Beach,1466067600.0,18.5,0.0,0.221,2.0,MontroseBeach201606160900,2016-06-16 09:00:00
Calumet Beach,1466067600.0,20.0,1.07,0.094,3.0,CalumetBeach201606160900,2016-06-16 09:00:00
Montrose Beach,1466071200.0,18.5,0.0,0.317,3.0,MontroseBeach201606161000,2016-06-16 10:00:00
Calumet Beach,1466071200.0,19.9,1.16,0.114,3.0,CalumetBeach201606161000,2016-06-16 10:00:00
Montrose Beach,1466074800.0,18.5,0.0,0.291,3.0,MontroseBeach201606161100,2016-06-16 11:00:00
Calumet Beach,1466074800.0,20.1,1.08,0.138,3.0,CalumetBeach201606161100,2016-06-16 11:00:00
Montrose Beach,1466078400.0,18.6,0.0,0.275,3.0,MontroseBeach201606161200,2016-06-16 12:00:00
Calumet Beach,1466078400.0,20.2,1.04,0.153,3.0,CalumetBeach201606161200,2016-06-16 12:00:00
Calumet Beach,1466082000.0,20.4,1.1,0.155,3.0,CalumetBeach201606161300,2016-06-16 13:00:00
Montrose Beach,1466082000.0,18.7,0.0,0.267,3.0,MontroseBeach201606161300,2016-06-16 13:00:00
Montrose Beach,1466085600.0,18.7,0.0,0.319,3.0,MontroseBeach201606161400,2016-06-16 14:00:00
Calumet Beach,1466085600.0,20.3,1.09,0.163,3.0,CalumetBeach201606161400,2016-06-16 14:00:00
Calumet Beach,1466089200.0,20.3,1.09,0.187,3.0,CalumetBeach201606161500,2016-06-16 15:00:00
Montrose Beach,1466089200.0,18.7,0.0,0.393,3.0,MontroseBeach201606161500,2016-06-16 15:00:00
Montrose Beach,1466092800.0,18.8,0.0,0.422,5.0,MontroseBeach201606161600,2016-06-16 16:00:00
Calumet Beach,1466092800.0,20.3,1.08,0.192,4.0,CalumetBeach201606161600,2016-06-16 16:00:00
Montrose Beach,1466096400.0,18.8,0.0,0.486,5.0,MontroseBeach201606161700,2016-06-16 17:00:00
Calumet Beach,1466096400.0,20.3,1.21,0.218,4.0,CalumetBeach201606161700,2016-06-16 17:00:00
Calumet Beach,1466100000.0,20.2,1.29,0.233,6.0,CalumetBeach201606161800,2016-06-16 18:00:00
Montrose Beach,1466100000.0,18.8,0.0,0.546,8.0,MontroseBeach201606161800,2016-06-16 18:00:00
Montrose Beach,1466103600.0,18.9,7.5,0.538,6.0,MontroseBeach201606161900,2016-06-16 19:00:00
Calumet Beach,1466103600.0,20.1,2.59,0.245,6.0,CalumetBeach201606161900,2016-06-16 19:00:00
Calumet Beach,1466107200.0,20.0,2.96,0.27,6.0,CalumetBeach201606162000,2016-06-16 20:00:00
Montrose Beach,1466107200.0,18.7,6.01,0.542,7.0,MontroseBeach201606162000,2016-06-16 20:00:00
Montrose Beach,1466110800.0,18.5,3.29,0.533,7.0,MontroseBeach201606162100,2016-06-16 21:00:00
Calumet Beach,1466110800.0,19.8,3.38,0.258,6.0,CalumetBeach201606162100,2016-06-16 21:00:00
Calumet Beach,1466114400.0,19.7,3.34,0.248,6.0,CalumetBeach201606162200,2016-06-16 22:00:00
Montrose Beach,1466114400.0,18.4,2.56,0.531,5.0,MontroseBeach201606162200,2016-06-16 22:00:00
Montrose Beach,1466118000.0,18.2,2.77,0.497,6.0,MontroseBeach201606162300,2016-06-16 23:00:00
Calumet Beach,1466118000.0,19.5,2.77,0.24,7.0,CalumetBeach201606162300,2016-06-16 23:00:00
Calumet Beach,1466121600.0,19.5,3.15,0.249,6.0,CalumetBeach201606172400,2016-06-17 00:00:00
Montrose Beach,1466121600.0,18.2,2.47,0.487,7.0,MontroseBeach201606172400,2016-06-17 00:00:00
Montrose Beach,1466125200.0,18.2,2.39,0.457,7.0,MontroseBeach201606170100,2016-06-17 01:00:00
Calumet Beach,1466125200.0,19.4,3.51,0.239,7.0,CalumetBeach201606170100,2016-06-17 01:00:00
Calumet Beach,1466128800.0,19.3,3.0,0.226,7.0,CalumetBeach201606170200,2016-06-17 02:00:00
Montrose Beach,1466128800.0,18.0,1.86,0.469,7.0,MontroseBeach201606170200,2016-06-17 02:00:00
Montrose Beach,1466132400.0,17.9,1.74,0.418,6.0,MontroseBeach201606170300,2016-06-17 03:00:00
Calumet Beach,1466132400.0,19.3,3.4,0.21,4.0,CalumetBeach201606170300,2016-06-17 03:00:00
Calumet Beach,1466136000.0,19.2,2.98,0.199,6.0,CalumetBeach201606170400,2016-06-17 04:00:00
Montrose Beach,1466136000.0,17.8,1.41,0.413,6.0,MontroseBeach201606170400,2016-06-17 04:00:00
Montrose Beach,1466139600.0,17.7,1.16,0.404,6.0,MontroseBeach201606170500,2016-06-17 05:00:00
Calumet Beach,1466139600.0,19.2,3.67,0.207,6.0,CalumetBeach201606170500,2016-06-17 05:00:00
Calumet Beach,1466143200.0,19.2,4.21,0.199,6.0,CalumetBeach201606170600,2016-06-17 06:00:00
Montrose Beach,1466143200.0,17.7,0.84,0.372,5.0,MontroseBeach201606170600,2016-06-17 06:00:00
Montrose Beach,1466146800.0,17.6,0.47,0.368,6.0,MontroseBeach201606170700,2016-06-17 07:00:00
Calumet Beach,1466146800.0,19.1,3.62,0.173,5.0,CalumetBeach201606170700,2016-06-17 07:00:00
Calumet Beach,1466150400.0,19.2,2.85,0.18,6.0,CalumetBeach201606170800,2016-06-17 08:00:00
Montrose Beach,1466150400.0,17.8,1.6,0.367,5.0,MontroseBeach201606170800,2016-06-17 08:00:00
Montrose Beach,1466154000.0,17.9,0.78,0.345,6.0,MontroseBeach201606170900,2016-06-17 09:00:00
Calumet Beach,1466154000.0,19.3,3.11,0.17,6.0,CalumetBeach201606170900,2016-06-17 09:00:00
Calumet Beach,1466157600.0,19.5,2.73,0.172,6.0,CalumetBeach201606171000,2016-06-17 10:00:00
Montrose Beach,1466157600.0,18.1,0.48,0.377,5.0,MontroseBeach201606171000,2016-06-17 10:00:00
Montrose Beach,1466161200.0,18.3,0.24,0.346,6.0,MontroseBeach201606171100,2016-06-17 11:00:00
Calumet Beach,1466161200.0,19.6,2.35,0.168,6.0,CalumetBeach201606171100,2016-06-17 11:00:00
Calumet Beach,1466164800.0,19.9,2.26,0.169,5.0,CalumetBeach201606171200,2016-06-17 12:00:00
Montrose Beach,1466164800.0,18.6,0.49,0.338,5.0,MontroseBeach201606171200,2016-06-17 12:00:00
Calumet Beach,1466168400.0,20.1,2.27,0.154,5.0,CalumetBeach201606171300,2016-06-17 13:00:00
Montrose Beach,1466168400.0,18.8,0.26,0.302,5.0,MontroseBeach201606171300,2016-06-17 13:00:00
Calumet Beach,1466172000.0,20.2,2.1,0.152,3.0,CalumetBeach201606171400,2016-06-17 14:00:00
Montrose Beach,1466172000.0,19.0,0.86,0.324,5.0,MontroseBeach201606171400,2016-06-17 14:00:00
Montrose Beach,1466175600.0,19.0,0.21,0.313,5.0,MontroseBeach201606171500,2016-06-17 15:00:00
Calumet Beach,1466175600.0,20.4,2.12,0.151,5.0,CalumetBeach201606171500,2016-06-17 15:00:00
Calumet Beach,1466179200.0,20.3,2.29,0.155,3.0,CalumetBeach201606171600,2016-06-17 16:00:00
Montrose Beach,1466179200.0,19.2,0.21,0.33,4.0,MontroseBeach201606171600,2016-06-17 16:00:00
Montrose Beach,1466182800.0,19.4,0.56,0.319,3.0,MontroseBeach201606171700,2016-06-17 17:00:00
Calumet Beach,1466182800.0,20.8,2.49,0.148,4.0,CalumetBeach201606171700,2016-06-17 17:00:00
Calumet Beach,1466186400.0,20.3,2.33,0.161,4.0,CalumetBeach201606171800,2016-06-17 18:00:00
Montrose Beach,1466186400.0,19.4,0.68,0.305,3.0,MontroseBeach201606171800,2016-06-17 18:00:00
Montrose Beach,1466190000.0,19.4,0.36,0.297,3.0,MontroseBeach201606171900,2016-06-17 19:00:00
Calumet Beach,1466190000.0,20.1,2.03,0.157,4.0,CalumetBeach201606171900,2016-06-17 19:00:00
Calumet Beach,1466193600.0,20.0,2.17,0.157,4.0,CalumetBeach201606172000,2016-06-17 20:00:00
Montrose Beach,1466193600.0,19.3,0.37,0.272,3.0,MontroseBeach201606172000,2016-06-17 20:00:00
Montrose Beach,1466197200.0,19.2,0.44,0.252,3.0,MontroseBeach201606172100,2016-06-17 21:00:00
Calumet Beach,1466197200.0,19.9,2.21,0.145,4.0,CalumetBeach201606172100,2016-06-17 21:00:00
Calumet Beach,1466200800.0,20.4,2.23,0.146,3.0,CalumetBeach201606172200,2016-06-17 22:00:00
Montrose Beach,1466200800.0,19.1,0.12,0.259,3.0,MontroseBeach201606172200,2016-06-17 22:00:00
Calumet Beach,1466204400.0,19.9,2.21,0.138,3.0,CalumetBeach201606172300,2016-06-17 23:00:00
Montrose Beach,1466204400.0,19.0,0.47,0.239,3.0,MontroseBeach201606172300,2016-06-17 23:00:00
Montrose Beach,1466208000.0,19.0,0.06,0.244,7.0,MontroseBeach201606182400,2016-06-18 00:00:00
Calumet Beach,1466208000.0,19.8,2.01,0.138,3.0,CalumetBeach201606182400,2016-06-18 00:00:00
Calumet Beach,1466211600.0,19.7,2.0,0.129,4.0,CalumetBeach201606180100,2016-06-18 01:00:00
Montrose Beach,1466211600.0,18.9,0.1,0.233,3.0,MontroseBeach201606180100,2016-06-18 01:00:00
Montrose Beach,1466215200.0,18.8,0.0,0.233,3.0,MontroseBeach201606180200,2016-06-18 02:00:00
Calumet Beach,1466215200.0,19.6,1.92,0.128,3.0,CalumetBeach201606180200,2016-06-18 02:00:00
Calumet Beach,1466218800.0,19.5,2.03,0.128,3.0,CalumetBeach201606180300,2016-06-18 03:00:00
Montrose Beach,1466218800.0,18.8,0.02,0.23,3.0,MontroseBeach201606180300,2016-06-18 03:00:00
Montrose Beach,1466222400.0,18.7,0.17,0.214,3.0,MontroseBeach201606180400,2016-06-18 04:00:00
Calumet Beach,1466222400.0,19.3,2.06,0.117,4.0,CalumetBeach201606180400,2016-06-18 04:00:00
Calumet Beach,1466226000.0,19.2,2.15,0.118,4.0,CalumetBeach201606180500,2016-06-18 05:00:00
Montrose Beach,1466226000.0,18.7,0.0,0.196,4.0,MontroseBeach201606180500,2016-06-18 05:00:00
Calumet Beach,1466229600.0,19.1,2.15,0.113,3.0,CalumetBeach201606180600,2016-06-18 06:00:00
Montrose Beach,1466229600.0,18.7,0.07,0.179,4.0,MontroseBeach201606180600,2016-06-18 06:00:00
Montrose Beach,1466233200.0,18.7,0.03,0.205,3.0,MontroseBeach201606180700,2016-06-18 07:00:00
Calumet Beach,1466233200.0,19.1,2.08,0.108,3.0,CalumetBeach201606180700,2016-06-18 07:00:00
Calumet Beach,1466236800.0,19.2,2.04,0.108,2.0,CalumetBeach201606180800,2016-06-18 08:00:00
Montrose Beach,1466236800.0,18.8,0.01,0.194,3.0,MontroseBeach201606180800,2016-06-18 08:00:00
Montrose Beach,1466240400.0,19.1,0.0,0.196,4.0,MontroseBeach201606180900,2016-06-18 09:00:00
Calumet Beach,1466240400.0,19.5,1.76,0.107,3.0,CalumetBeach201606180900,2016-06-18 09:00:00
Calumet Beach,1466244000.0,19.8,1.6,0.099,3.0,CalumetBeach201606181000,2016-06-18 10:00:00
Montrose Beach,1466244000.0,19.3,0.0,0.176,3.0,MontroseBeach201606181000,2016-06-18 10:00:00
Montrose Beach,1466247600.0,19.6,0.0,0.18,3.0,MontroseBeach201606181100,2016-06-18 11:00:00
Calumet Beach,1466247600.0,20.2,1.58,0.104,3.0,CalumetBeach201606181100,2016-06-18 11:00:00
Calumet Beach,1466251200.0,20.5,1.59,0.116,3.0,CalumetBeach201606181200,2016-06-18 12:00:00
Montrose Beach,1466251200.0,20.0,0.0,0.194,3.0,MontroseBeach201606181200,2016-06-18 12:00:00
Montrose Beach,1466254800.0,20.4,0.0,0.202,3.0,MontroseBeach201606181300,2016-06-18 13:00:00
Calumet Beach,1466254800.0,20.8,1.54,0.111,3.0,CalumetBeach201606181300,2016-06-18 13:00:00
Calumet Beach,1466258400.0,21.1,1.52,0.116,3.0,CalumetBeach201606181400,2016-06-18 14:00:00
Montrose Beach,1466258400.0,21.8,0.0,0.181,3.0,MontroseBeach201606181400,2016-06-18 14:00:00
Montrose Beach,1466262000.0,22.2,0.0,0.209,3.0,MontroseBeach201606181500,2016-06-18 15:00:00
Calumet Beach,1466262000.0,21.6,1.49,0.166,4.0,CalumetBeach201606181500,2016-06-18 15:00:00
Calumet Beach,1466265600.0,21.4,1.59,0.21,3.0,CalumetBeach201606181600,2016-06-18 16:00:00
Montrose Beach,1466265600.0,23.4,0.0,0.179,3.0,MontroseBeach201606181600,2016-06-18 16:00:00
Calumet Beach,1466269200.0,21.5,1.55,0.133,3.0,CalumetBeach201606181700,2016-06-18 17:00:00
Montrose Beach,1466269200.0,22.9,0.0,0.235,5.0,MontroseBeach201606181700,2016-06-18 17:00:00
Montrose Beach,1466272800.0,22.2,0.0,0.164,3.0,MontroseBeach201606181800,2016-06-18 18:00:00
Calumet Beach,1466272800.0,21.4,1.47,0.115,2.0,CalumetBeach201606181800,2016-06-18 18:00:00
Montrose Beach,1466276400.0,21.5,0.0,0.169,6.0,MontroseBeach201606181900,2016-06-18 19:00:00
Calumet Beach,1466276400.0,21.4,1.6,0.132,3.0,CalumetBeach201606181900,2016-06-18 19:00:00
Montrose Beach,1466280000.0,22.0,0.0,0.2,5.0,MontroseBeach201606182000,2016-06-18 20:00:00
Calumet Beach,1466280000.0,21.8,2.41,0.131,2.0,CalumetBeach201606182000,2016-06-18 20:00:00
Calumet Beach,1466283600.0,21.6,2.69,0.11,3.0,CalumetBeach201606182100,2016-06-18 21:00:00
Montrose Beach,1466283600.0,22.5,0.0,0.132,4.0,MontroseBeach201606182100,2016-06-18 21:00:00
Montrose Beach,1466287200.0,22.0,0.0,0.121,5.0,MontroseBeach201606182200,2016-06-18 22:00:00
Calumet Beach,1466287200.0,21.7,2.78,0.098,4.0,CalumetBeach201606182200,2016-06-18 22:00:00
Calumet Beach,1466290800.0,21.5,2.38,0.106,4.0,CalumetBeach201606182300,2016-06-18 23:00:00
Montrose Beach,1466290800.0,21.2,0.0,0.127,9.0,MontroseBeach201606182300,2016-06-18 23:00:00
Montrose Beach,1466294400.0,20.9,0.0,0.121,8.0,MontroseBeach201606192400,2016-06-19 00:00:00
Calumet Beach,1466294400.0,21.3,2.01,0.141,3.0,CalumetBeach201606192400,2016-06-19 00:00:00
Calumet Beach,1466301600.0,20.8,1.75,0.106,2.0,CalumetBeach201606190200,2016-06-19 02:00:00
Montrose Beach,1466301600.0,20.5,0.0,0.118,6.0,MontroseBeach201606190200,2016-06-19 02:00:00
Montrose Beach,1466305200.0,20.4,0.0,0.111,5.0,MontroseBeach201606190300,2016-06-19 03:00:00
Calumet Beach,1466305200.0,20.6,1.59,0.105,2.0,CalumetBeach201606190300,2016-06-19 03:00:00
Calumet Beach,1466308800.0,20.5,1.56,0.095,2.0,CalumetBeach201606190400,2016-06-19 04:00:00
Montrose Beach,1466308800.0,20.3,0.0,0.106,4.0,MontroseBeach201606190400,2016-06-19 04:00:00
Montrose Beach,1466312400.0,20.1,0.0,0.107,9.0,MontroseBeach201606190500,2016-06-19 05:00:00
Calumet Beach,1466312400.0,20.4,1.51,0.084,2.0,CalumetBeach201606190500,2016-06-19 05:00:00
Calumet Beach,1466316000.0,20.3,1.62,0.074,3.0,CalumetBeach201606190600,2016-06-19 06:00:00
Montrose Beach,1466316000.0,20.0,0.0,0.115,8.0,MontroseBeach201606190600,2016-06-19 06:00:00
Calumet Beach,1466319600.0,20.3,1.62,0.069,8.0,CalumetBeach201606190700,2016-06-19 07:00:00
Montrose Beach,1466319600.0,19.9,0.0,0.12,7.0,MontroseBeach201606190700,2016-06-19 07:00:00
Calumet Beach,1466323200.0,20.4,1.54,0.068,5.0,CalumetBeach201606190800,2016-06-19 08:00:00
Montrose Beach,1466323200.0,19.9,0.0,0.105,7.0,MontroseBeach201606190800,2016-06-19 08:00:00
Calumet Beach,1466326800.0,20.4,1.54,0.079,6.0,CalumetBeach201606190900,2016-06-19 09:00:00
Montrose Beach,1466326800.0,19.9,0.0,0.102,6.0,MontroseBeach201606190900,2016-06-19 09:00:00
Calumet Beach,1466330400.0,20.7,1.58,0.075,6.0,CalumetBeach201606191000,2016-06-19 10:00:00
Montrose Beach,1466330400.0,20.2,0.0,0.109,4.0,MontroseBeach201606191000,2016-06-19 10:00:00
Montrose Beach,1466334000.0,19.9,0.0,0.211,3.0,MontroseBeach201606191100,2016-06-19 11:00:00
Calumet Beach,1466334000.0,20.7,1.59,0.098,5.0,CalumetBeach201606191100,2016-06-19 11:00:00
Calumet Beach,1466337600.0,20.6,1.54,0.134,3.0,CalumetBeach201606191200,2016-06-19 12:00:00
Montrose Beach,1466337600.0,19.9,0.0,0.169,2.0,MontroseBeach201606191200,2016-06-19 12:00:00
Montrose Beach,1466341200.0,19.7,0.0,0.185,2.0,MontroseBeach201606191300,2016-06-19 13:00:00
Calumet Beach,1466341200.0,20.9,1.68,0.139,3.0,CalumetBeach201606191300,2016-06-19 13:00:00
Calumet Beach,1466344800.0,20.7,1.9,0.119,2.0,CalumetBeach201606191400,2016-06-19 14:00:00
Montrose Beach,1466344800.0,19.7,0.0,0.197,3.0,MontroseBeach201606191400,2016-06-19 14:00:00
Montrose Beach,1466348400.0,19.8,0.0,0.177,2.0,MontroseBeach201606191500,2016-06-19 15:00:00
Calumet Beach,1466348400.0,20.8,1.96,0.134,3.0,CalumetBeach201606191500,2016-06-19 15:00:00
Calumet Beach,1466352000.0,21.0,2.31,0.134,3.0,CalumetBeach201606191600,2016-06-19 16:00:00
Montrose Beach,1466352000.0,20.2,0.0,0.179,4.0,MontroseBeach201606191600,2016-06-19 16:00:00
Montrose Beach,1466355600.0,20.0,0.0,0.157,4.0,MontroseBeach201606191700,2016-06-19 17:00:00
Calumet Beach,1466355600.0,20.8,2.66,0.13,3.0,CalumetBeach201606191700,2016-06-19 17:00:00
Montrose Beach,1466359200.0,20.0,0.0,0.135,2.0,MontroseBeach201606191800,2016-06-19 18:00:00
Calumet Beach,1466359200.0,20.3,1.81,0.132,2.0,CalumetBeach201606191800,2016-06-19 18:00:00
Montrose Beach,1466362800.0,19.6,0.0,0.145,6.0,MontroseBeach201606191900,2016-06-19 19:00:00
Calumet Beach,1466362800.0,20.5,2.53,0.12,2.0,CalumetBeach201606191900,2016-06-19 19:00:00
Calumet Beach,1466366400.0,19.9,2.03,0.104,3.0,CalumetBeach201606192000,2016-06-19 20:00:00
Montrose Beach,1466366400.0,19.4,0.0,0.105,6.0,MontroseBeach201606192000,2016-06-19 20:00:00
Calumet Beach,1466370000.0,19.9,2.26,0.098,3.0,CalumetBeach201606192100,2016-06-19 21:00:00
Montrose Beach,1466370000.0,20.0,0.03,0.098,3.0,MontroseBeach201606192100,2016-06-19 21:00:00
Montrose Beach,1466373600.0,20.2,0.0,0.108,9.0,MontroseBeach201606192200,2016-06-19 22:00:00
Calumet Beach,1466373600.0,19.8,1.82,0.085,3.0,CalumetBeach201606192200,2016-06-19 22:00:00
Montrose Beach,1466377200.0,19.3,0.0,0.095,9.0,MontroseBeach201606192300,2016-06-19 23:00:00
Calumet Beach,1466377200.0,19.6,1.6,0.081,2.0,CalumetBeach201606192300,2016-06-19 23:00:00
Calumet Beach,1466380800.0,19.8,1.78,0.082,3.0,CalumetBeach201606202400,2016-06-20 00:00:00
Montrose Beach,1466380800.0,19.2,0.0,0.098,8.0,MontroseBeach201606202400,2016-06-20 00:00:00
Montrose Beach,1466384400.0,19.2,0.0,0.102,6.0,MontroseBeach201606200100,2016-06-20 01:00:00
Calumet Beach,1466384400.0,19.8,1.63,0.075,3.0,CalumetBeach201606200100,2016-06-20 01:00:00
Calumet Beach,1466388000.0,19.7,1.43,0.074,3.0,CalumetBeach201606200200,2016-06-20 02:00:00
Montrose Beach,1466388000.0,19.0,0.0,0.096,5.0,MontroseBeach201606200200,2016-06-20 02:00:00
Montrose Beach,1466391600.0,18.9,0.0,0.105,4.0,MontroseBeach201606200300,2016-06-20 03:00:00
Calumet Beach,1466391600.0,19.6,1.49,0.069,6.0,CalumetBeach201606200300,2016-06-20 03:00:00
Calumet Beach,1466395200.0,19.5,2.01,0.061,6.0,CalumetBeach201606200400,2016-06-20 04:00:00
Montrose Beach,1466395200.0,18.9,0.0,0.083,4.0,MontroseBeach201606200400,2016-06-20 04:00:00
Calumet Beach,1466398800.0,19.4,1.74,0.078,3.0,CalumetBeach201606200500,2016-06-20 05:00:00
Montrose Beach,1466398800.0,18.8,0.0,0.086,4.0,MontroseBeach201606200500,2016-06-20 05:00:00
