# Started Tue Oct 21 20:05:55 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
Calumet_Beach_Turbidity,CalumetBeach201507050700_Turbidity,None,1761091627.1761801,1436079600,float,None,1.35,source,1.3498505193660832,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.35},1761091627.1781778
Calumet_Beach_Wave_Height,CalumetBeach201507050700_Wave_Height,None,1761091627.1761801,1436079600,float,None,0.082,source,0.08193591339931754,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.082},1761091627.1801782
Calumet_Beach_Wave_Period,CalumetBeach201507050700_Wave_Period,None,1761091627.1761801,1436079600,float,None,2.0,source,2.04508731201851,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 2.0},1761091627.1801782
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507050700_Water_Temperature,None,1761091627.1771789,1436079600,float,None,20.1,source,20.10000329896402,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 20.1},1761091627.1801782
63rd_Street_Beach_Turbidity,63rdStreetBeach201507050700_Turbidity,None,1761091627.1771789,1436079600,float,None,1.2,source,1.2001764969725988,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.2},1761091627.1801782
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507050700_Wave_Height,None,1761091627.1771789,1436079600,float,None,0.077,source,0.07703237471311433,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.077},1761091627.1816883
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507050700_Wave_Period,None,1761091627.1781778,1436079600,float,None,7.0,source,6.174584075330375,0.00010651564530534232,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 7.0},1761091627.1827009
Montrose_Beach_Water_Temperature,MontroseBeach201507050700_Water_Temperature,None,1761091627.1781778,1436079600,float,None,18.6,source,18.599011315175158,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 18.6},1761091627.1827009
Montrose_Beach_Turbidity,MontroseBeach201507050700_Turbidity,None,1761091627.1781778,1436079600,float,None,1.02,source,1.019230330755322,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.02},1761091627.1837015
Montrose_Beach_Wave_Height,MontroseBeach201507050700_Wave_Height,None,1761091627.1791778,1436079600,float,None,0.106,source,0.10608849802182659,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.106},1761091627.1837015
